Año;Proceso;Órgano;Sexo;Grupo de edad;Cantidad;Tipo de donante
2021;Lista de espera de donación de órganos;Corazón;Hombre;> 70  años;0;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;0-9 años;1;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;10-19 años;0;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;20-29 años;1;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;30-39 años;0;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;40-49 años;1;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;50-59 años;3;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;60-69 años;0;No aplica
2021;Lista de espera de donación de órganos;Corazón;Mujer;> 70  años;0;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;0-9 años;0;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;10-19 años;1;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;20-29 años;1;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;30-39 años;2;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;40-49 años;3;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;50-59 años;7;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;60-69 años;19;No aplica
2021;Lista de espera de donación de órganos;Hígado;Hombre;> 70  años;2;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;0-9 años;1;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;10-19 años;0;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;20-29 años;3;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;30-39 años;6;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;40-49 años;6;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;14;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;22;No aplica
2021;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;8;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;1;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;1;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;3;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;2;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;5;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;0;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;3;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;4;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;7;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;4;No aplica
2021;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;0-9 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;20-29 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;40-49 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;50-59 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;60-69 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;0-9 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;10-19 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;20-29 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;30-39 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;50-59 años;1;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;60-69 años;2;No aplica
2021;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;> 70  años;0;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;1;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;14;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;15;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;11;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;9;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;7;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;19;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;23;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;2;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;5;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;11;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;10;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;11;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;14;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;13;No aplica
2021;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;24;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;0-9 años;11;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;10-19 años;23;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;20-29 años;84;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;30-39 años;187;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;40-49 años;227;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;50-59 años;239;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;60-69 años;213;No aplica
2022;Lista de espera de donación de órganos;Riñón;Hombre;> 70  años;47;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;0-9 años;2;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;10-19 años;24;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;20-29 años;112;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;30-39 años;182;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;40-49 años;197;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;50-59 años;173;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;60-69 años;117;No aplica
2022;Lista de espera de donación de órganos;Riñón;Mujer;> 70  años;22;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;0-9 años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;10-19 años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;20-29 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;30-39 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;40-49 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;50-59 años;4;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;60-69 años;3;No aplica
2022;Lista de espera de donación de órganos;Corazón;Hombre;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;0-9 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;10-19 años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;20-29 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;30-39 años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;40-49 años;0;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;50-59 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;60-69 años;1;No aplica
2022;Lista de espera de donación de órganos;Corazón;Mujer;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;0-9 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;10-19 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;20-29 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;30-39 años;1;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;40-49 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;50-59 años;7;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;60-69 años;21;No aplica
2022;Lista de espera de donación de órganos;Hígado;Hombre;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;0-9 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;10-19 años;2;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;20-29 años;7;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;30-39 años;9;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;40-49 años;9;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;15;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;14;No aplica
2022;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;5;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;1;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;1;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;1;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;4;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;1;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;2;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;5;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;3;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;3;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;5;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;8;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;4;No aplica
2022;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;0-9 años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;20-29 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;40-49 años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;50-59 años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;60-69 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;0-9 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;10-19 años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;20-29 años;1;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;30-39 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;50-59 años;2;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;60-69 años;3;No aplica
2022;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;> 70  años;0;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;2;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;2;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;9;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;7;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;8;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;2;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;8;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;10;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;0;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;3;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;9;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;8;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;5;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;11;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;3;No aplica
2022;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;16;No aplica
2015;Trasplantes;Riñón;Hombre;0-9 años;4;No aplica
2015;Trasplantes;Riñón;Hombre;10-19 años;12;No aplica
2015;Trasplantes;Riñón;Hombre;20-29 años;16;No aplica
2015;Trasplantes;Riñón;Hombre;30-39 años;30;No aplica
2015;Trasplantes;Riñón;Hombre;40-49 años;26;No aplica
2015;Trasplantes;Riñón;Hombre;50-59 años;41;No aplica
2015;Trasplantes;Riñón;Hombre;60-69 años;36;No aplica
2015;Trasplantes;Riñón;Hombre;> 70  años;2;No aplica
2015;Trasplantes;Riñón;Mujer;0-9 años;1;No aplica
2015;Trasplantes;Riñón;Mujer;10-19 años;9;No aplica
2015;Trasplantes;Riñón;Mujer;20-29 años;9;No aplica
2015;Trasplantes;Riñón;Mujer;30-39 años;24;No aplica
2015;Trasplantes;Riñón;Mujer;40-49 años;20;No aplica
2015;Trasplantes;Riñón;Mujer;50-59 años;22;No aplica
2015;Trasplantes;Riñón;Mujer;60-69 años;16;No aplica
2015;Trasplantes;Riñón;Mujer;> 70  años;2;No aplica
2015;Trasplantes;Corazón;Hombre;0-9 años;0;No aplica
2015;Trasplantes;Corazón;Hombre;10-19 años;0;No aplica
2015;Trasplantes;Corazón;Hombre;20-29 años;0;No aplica
2015;Trasplantes;Corazón;Hombre;30-39 años;1;No aplica
2015;Trasplantes;Corazón;Hombre;40-49 años;6;No aplica
2015;Trasplantes;Corazón;Hombre;50-59 años;3;No aplica
2015;Trasplantes;Corazón;Hombre;60-69 años;0;No aplica
2015;Trasplantes;Corazón;Hombre;> 70  años;0;No aplica
2015;Trasplantes;Corazón;Mujer;0-9 años;0;No aplica
2015;Trasplantes;Corazón;Mujer;10-19 años;0;No aplica
2015;Trasplantes;Corazón;Mujer;20-29 años;1;No aplica
2015;Trasplantes;Corazón;Mujer;30-39 años;0;No aplica
2015;Trasplantes;Corazón;Mujer;40-49 años;1;No aplica
2015;Trasplantes;Corazón;Mujer;50-59 años;4;No aplica
2015;Trasplantes;Corazón;Mujer;60-69 años;1;No aplica
2015;Trasplantes;Corazón;Mujer;> 70  años;0;No aplica
2015;Trasplantes;Hígado;Hombre;0-9 años;6;No aplica
2015;Trasplantes;Hígado;Hombre;10-19 años;0;No aplica
2015;Trasplantes;Hígado;Hombre;20-29 años;3;No aplica
2015;Trasplantes;Hígado;Hombre;30-39 años;3;No aplica
2015;Trasplantes;Hígado;Hombre;40-49 años;3;No aplica
2015;Trasplantes;Hígado;Hombre;50-59 años;17;No aplica
2015;Trasplantes;Hígado;Hombre;60-69 años;20;No aplica
2015;Trasplantes;Hígado;Hombre;> 70  años;4;No aplica
2015;Trasplantes;Hígado;Mujer;0-9 años;8;No aplica
2015;Trasplantes;Hígado;Mujer;10-19 años;4;No aplica
2015;Trasplantes;Hígado;Mujer;20-29 años;0;No aplica
2015;Trasplantes;Hígado;Mujer;30-39 años;5;No aplica
2015;Trasplantes;Hígado;Mujer;40-49 años;4;No aplica
2015;Trasplantes;Hígado;Mujer;50-59 años;9;No aplica
2015;Trasplantes;Hígado;Mujer;60-69 años;11;No aplica
2015;Trasplantes;Hígado;Mujer;> 70  años;4;No aplica
2015;Trasplantes;Pulmón;Hombre;0-9 años;0;No aplica
2015;Trasplantes;Pulmón;Hombre;10-19 años;0;No aplica
2015;Trasplantes;Pulmón;Hombre;20-29 años;1;No aplica
2015;Trasplantes;Pulmón;Hombre;30-39 años;0;No aplica
2015;Trasplantes;Pulmón;Hombre;40-49 años;1;No aplica
2015;Trasplantes;Pulmón;Hombre;50-59 años;0;No aplica
2015;Trasplantes;Pulmón;Hombre;60-69 años;2;No aplica
2015;Trasplantes;Pulmón;Hombre;> 70  años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;0-9 años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;10-19 años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;20-29 años;1;No aplica
2015;Trasplantes;Pulmón;Mujer;30-39 años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;40-49 años;3;No aplica
2015;Trasplantes;Pulmón;Mujer;50-59 años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;60-69 años;0;No aplica
2015;Trasplantes;Pulmón;Mujer;> 70  años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;0-9 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;20-29 años;1;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;40-49 años;1;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;50-59 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;60-69 años;2;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;0-9 años;1;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;10-19 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;20-29 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;30-39 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;50-59 años;1;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;60-69 años;2;No aplica
2015;Trasplantes;Combinado Riñón-Hígado;Mujer;> 70  años;1;No aplica
2016;Trasplantes;Riñón;Hombre;0-9 años;0;No aplica
2016;Trasplantes;Riñón;Hombre;10-19 años;16;No aplica
2016;Trasplantes;Riñón;Hombre;20-29 años;12;No aplica
2016;Trasplantes;Riñón;Hombre;30-39 años;26;No aplica
2016;Trasplantes;Riñón;Hombre;40-49 años;32;No aplica
2016;Trasplantes;Riñón;Hombre;50-59 años;40;No aplica
2016;Trasplantes;Riñón;Hombre;60-69 años;33;No aplica
2016;Trasplantes;Riñón;Hombre;> 70  años;7;No aplica
2016;Trasplantes;Riñón;Mujer;0-9 años;2;No aplica
2016;Trasplantes;Riñón;Mujer;10-19 años;10;No aplica
2016;Trasplantes;Riñón;Mujer;20-29 años;21;No aplica
2016;Trasplantes;Riñón;Mujer;30-39 años;22;No aplica
2016;Trasplantes;Riñón;Mujer;40-49 años;17;No aplica
2016;Trasplantes;Riñón;Mujer;50-59 años;19;No aplica
2016;Trasplantes;Riñón;Mujer;60-69 años;16;No aplica
2016;Trasplantes;Riñón;Mujer;> 70  años;1;No aplica
2016;Trasplantes;Corazón;Hombre;0-9 años;0;No aplica
2016;Trasplantes;Corazón;Hombre;10-19 años;0;No aplica
2016;Trasplantes;Corazón;Hombre;20-29 años;0;No aplica
2016;Trasplantes;Corazón;Hombre;30-39 años;1;No aplica
2016;Trasplantes;Corazón;Hombre;40-49 años;2;No aplica
2016;Trasplantes;Corazón;Hombre;50-59 años;2;No aplica
2016;Trasplantes;Corazón;Hombre;60-69 años;5;No aplica
2016;Trasplantes;Corazón;Hombre;> 70  años;0;No aplica
2016;Trasplantes;Corazón;Mujer;0-9 años;1;No aplica
2016;Trasplantes;Corazón;Mujer;10-19 años;0;No aplica
2016;Trasplantes;Corazón;Mujer;20-29 años;0;No aplica
2016;Trasplantes;Corazón;Mujer;30-39 años;0;No aplica
2016;Trasplantes;Corazón;Mujer;40-49 años;1;No aplica
2016;Trasplantes;Corazón;Mujer;50-59 años;4;No aplica
2016;Trasplantes;Corazón;Mujer;60-69 años;1;No aplica
2016;Trasplantes;Corazón;Mujer;> 70  años;0;No aplica
2016;Trasplantes;Hígado;Hombre;0-9 años;5;No aplica
2016;Trasplantes;Hígado;Hombre;10-19 años;4;No aplica
2016;Trasplantes;Hígado;Hombre;20-29 años;2;No aplica
2016;Trasplantes;Hígado;Hombre;30-39 años;2;No aplica
2016;Trasplantes;Hígado;Hombre;40-49 años;4;No aplica
2016;Trasplantes;Hígado;Hombre;50-59 años;11;No aplica
2016;Trasplantes;Hígado;Hombre;60-69 años;14;No aplica
2016;Trasplantes;Hígado;Hombre;> 70  años;5;No aplica
2016;Trasplantes;Hígado;Mujer;0-9 años;4;No aplica
2016;Trasplantes;Hígado;Mujer;10-19 años;3;No aplica
2016;Trasplantes;Hígado;Mujer;20-29 años;0;No aplica
2016;Trasplantes;Hígado;Mujer;30-39 años;9;No aplica
2016;Trasplantes;Hígado;Mujer;40-49 años;4;No aplica
2016;Trasplantes;Hígado;Mujer;50-59 años;11;No aplica
2016;Trasplantes;Hígado;Mujer;60-69 años;10;No aplica
2016;Trasplantes;Hígado;Mujer;> 70  años;4;No aplica
2016;Trasplantes;Pulmón;Hombre;0-9 años;0;No aplica
2016;Trasplantes;Pulmón;Hombre;10-19 años;0;No aplica
2016;Trasplantes;Pulmón;Hombre;20-29 años;1;No aplica
2016;Trasplantes;Pulmón;Hombre;30-39 años;1;No aplica
2016;Trasplantes;Pulmón;Hombre;40-49 años;1;No aplica
2016;Trasplantes;Pulmón;Hombre;50-59 años;2;No aplica
2016;Trasplantes;Pulmón;Hombre;60-69 años;0;No aplica
2016;Trasplantes;Pulmón;Hombre;> 70  años;0;No aplica
2016;Trasplantes;Pulmón;Mujer;0-9 años;0;No aplica
2016;Trasplantes;Pulmón;Mujer;10-19 años;0;No aplica
2016;Trasplantes;Pulmón;Mujer;20-29 años;0;No aplica
2016;Trasplantes;Pulmón;Mujer;30-39 años;0;No aplica
2016;Trasplantes;Pulmón;Mujer;40-49 años;1;No aplica
2016;Trasplantes;Pulmón;Mujer;50-59 años;1;No aplica
2016;Trasplantes;Pulmón;Mujer;60-69 años;1;No aplica
2016;Trasplantes;Pulmón;Mujer;> 70  años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;0-9 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;20-29 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;40-49 años;2;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;50-59 años;1;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;60-69 años;1;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;0-9 años;1;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;10-19 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;20-29 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;30-39 años;1;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;50-59 años;0;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;60-69 años;1;No aplica
2016;Trasplantes;Combinado Riñón-Hígado;Mujer;> 70  años;1;No aplica
2017;Trasplantes;Riñón;Hombre;0-9 años;6;No aplica
2017;Trasplantes;Riñón;Hombre;10-19 años;13;No aplica
2017;Trasplantes;Riñón;Hombre;20-29 años;15;No aplica
2017;Trasplantes;Riñón;Hombre;30-39 años;45;No aplica
2017;Trasplantes;Riñón;Hombre;40-49 años;38;No aplica
2017;Trasplantes;Riñón;Hombre;50-59 años;54;No aplica
2017;Trasplantes;Riñón;Hombre;60-69 años;37;No aplica
2017;Trasplantes;Riñón;Hombre;> 70  años;4;No aplica
2017;Trasplantes;Riñón;Mujer;0-9 años;1;No aplica
2017;Trasplantes;Riñón;Mujer;10-19 años;9;No aplica
2017;Trasplantes;Riñón;Mujer;20-29 años;21;No aplica
2017;Trasplantes;Riñón;Mujer;30-39 años;31;No aplica
2017;Trasplantes;Riñón;Mujer;40-49 años;30;No aplica
2017;Trasplantes;Riñón;Mujer;50-59 años;33;No aplica
2017;Trasplantes;Riñón;Mujer;60-69 años;13;No aplica
2017;Trasplantes;Riñón;Mujer;> 70  años;3;No aplica
2017;Trasplantes;Corazón;Hombre;0-9 años;0;No aplica
2017;Trasplantes;Corazón;Hombre;10-19 años;2;No aplica
2017;Trasplantes;Corazón;Hombre;20-29 años;2;No aplica
2017;Trasplantes;Corazón;Hombre;30-39 años;2;No aplica
2017;Trasplantes;Corazón;Hombre;40-49 años;3;No aplica
2017;Trasplantes;Corazón;Hombre;50-59 años;6;No aplica
2017;Trasplantes;Corazón;Hombre;60-69 años;2;No aplica
2017;Trasplantes;Corazón;Hombre;> 70  años;1;No aplica
2017;Trasplantes;Corazón;Mujer;0-9 años;0;No aplica
2017;Trasplantes;Corazón;Mujer;10-19 años;0;No aplica
2017;Trasplantes;Corazón;Mujer;20-29 años;0;No aplica
2017;Trasplantes;Corazón;Mujer;30-39 años;2;No aplica
2017;Trasplantes;Corazón;Mujer;40-49 años;1;No aplica
2017;Trasplantes;Corazón;Mujer;50-59 años;0;No aplica
2017;Trasplantes;Corazón;Mujer;60-69 años;0;No aplica
2017;Trasplantes;Corazón;Mujer;> 70  años;0;No aplica
